city,date,temp_c,humidity,wind_kmph,precip_mm
Port Harcourt,2022-12-29T21:00,26.1,85,6.4,0.0
Port Harcourt,2022-12-29T22:00,25.9,88,7.4,0.0
Port Harcourt,2022-12-29T23:00,25.3,92,6.0,0.0
Port Harcourt,2022-12-30T00:00,24.2,96,7.4,0.0
Port Harcourt,2022-12-30T01:00,24.2,95,6.5,0.0
Port Harcourt,2022-12-30T02:00,23.5,96,4.9,0.0
Port Harcourt,2022-12-30T03:00,23.1,96,5.5,0.0
Port Harcourt,2022-12-30T04:00,22.5,97,5.7,0.0
Port Harcourt,2022-12-30T05:00,22.3,97,7.2,0.0
Port Harcourt,2022-12-30T06:00,21.9,97,5.8,0.0
Port Harcourt,2022-12-30T07:00,21.7,97,6.2,0.0
Port Harcourt,2022-12-30T08:00,23.3,89,7.3,0.0
Port Harcourt,2022-12-30T09:00,25.9,77,7.8,0.0
Port Harcourt,2022-12-30T10:00,29.5,36,12.8,0.0
Port Harcourt,2022-12-30T11:00,31.0,22,12.4,0.0
Port Harcourt,2022-12-30T12:00,32.5,20,10.0,0.0
Port Harcourt,2022-12-30T13:00,33.7,21,6.9,0.0
Port Harcourt,2022-12-30T14:00,34.4,20,6.0,0.0
Port Harcourt,2022-12-30T15:00,34.8,19,5.0,0.0
Port Harcourt,2022-12-30T16:00,34.7,20,5.8,0.0
Port Harcourt,2022-12-30T17:00,33.8,23,6.4,0.0
Port Harcourt,2022-12-30T18:00,30.9,30,6.6,0.0
Port Harcourt,2022-12-30T19:00,28.6,35,7.6,0.0
Port Harcourt,2022-12-30T20:00,26.5,55,10.7,0.0
Port Harcourt,2022-12-30T21:00,25.6,63,7.0,0.0
Port Harcourt,2022-12-30T22:00,24.5,72,6.1,0.0
Port Harcourt,2022-12-30T23:00,24.0,79,8.2,0.0
Port Harcourt,2022-12-31T00:00,23.5,83,6.4,0.0
Port Harcourt,2022-12-31T01:00,23.4,84,7.6,0.0
Port Harcourt,2022-12-31T02:00,22.2,90,8.1,0.0
Port Harcourt,2022-12-31T03:00,21.8,92,7.6,0.0
Port Harcourt,2022-12-31T04:00,21.7,93,4.9,0.0
Port Harcourt,2022-12-31T05:00,21.2,93,6.8,0.0
Port Harcourt,2022-12-31T06:00,20.8,95,4.7,0.0
Port Harcourt,2022-12-31T07:00,21.0,93,4.3,0.0
Port Harcourt,2022-12-31T08:00,23.0,83,4.0,0.0
Port Harcourt,2022-12-31T09:00,26.1,70,4.4,0.0
Port Harcourt,2022-12-31T10:00,29.0,56,6.1,0.0
Port Harcourt,2022-12-31T11:00,31.6,37,7.3,0.0
Port Harcourt,2022-12-31T12:00,33.3,22,7.4,0.0
Port Harcourt,2022-12-31T13:00,33.0,22,10.7,0.0
Port Harcourt,2022-12-31T14:00,33.8,22,7.3,0.0
Port Harcourt,2022-12-31T15:00,34.3,22,4.6,0.0
Port Harcourt,2022-12-31T16:00,34.3,22,2.2,0.0
Port Harcourt,2022-12-31T17:00,33.8,26,2.5,0.0
Port Harcourt,2022-12-31T18:00,31.7,44,4.0,0.0
Port Harcourt,2022-12-31T19:00,28.2,40,7.7,0.0
Port Harcourt,2022-12-31T20:00,27.1,53,10.2,0.0
Port Harcourt,2022-12-31T21:00,25.7,64,5.9,0.0
Port Harcourt,2022-12-31T22:00,25.3,72,6.2,0.0
Port Harcourt,2022-12-31T23:00,25.2,76,4.8,0.0
Port Harcourt,2023-01-01T00:00,23.8,86,7.4,0.0
Port Harcourt,2023-01-01T01:00,23.6,86,6.8,0.0
Port Harcourt,2023-01-01T02:00,24.4,84,3.8,0.0
Port Harcourt,2023-01-01T03:00,21.8,94,3.7,0.0
Port Harcourt,2023-01-01T04:00,21.0,96,4.4,0.0
Port Harcourt,2023-01-01T05:00,20.2,96,4.7,0.0
Port Harcourt,2023-01-01T06:00,19.8,96,6.1,0.0
Port Harcourt,2023-01-01T07:00,19.8,96,4.8,0.0
Port Harcourt,2023-01-01T08:00,22.3,84,4.6,0.0
Port Harcourt,2023-01-01T09:00,25.9,68,4.4,0.0
Port Harcourt,2023-01-01T10:00,29.0,31,8.9,0.0
Port Harcourt,2023-01-01T11:00,30.7,24,8.4,0.0
Port Harcourt,2023-01-01T12:00,32.5,23,7.9,0.0
Port Harcourt,2023-01-01T13:00,33.9,22,7.2,0.0
Port Harcourt,2023-01-01T14:00,34.5,23,5.4,0.0
Port Harcourt,2023-01-01T15:00,34.9,23,4.5,0.0
Port Harcourt,2023-01-01T16:00,34.9,23,3.8,0.0
Port Harcourt,2023-01-01T17:00,32.6,31,14.2,0.0
Port Harcourt,2023-01-01T18:00,28.4,41,13.8,0.0
Port Harcourt,2023-01-01T19:00,27.3,46,10.3,0.0
Port Harcourt,2023-01-01T20:00,25.9,53,5.7,0.0
Port Harcourt,2023-01-01T21:00,24.9,64,6.8,0.0
Port Harcourt,2023-01-01T22:00,25.0,64,6.5,0.0
Port Harcourt,2023-01-01T23:00,23.5,74,9.2,0.0
Port Harcourt,2023-01-02T00:00,23.4,76,7.4,0.0
Port Harcourt,2023-01-02T01:00,25.0,65,5.0,0.0
Port Harcourt,2023-01-02T02:00,23.2,74,5.9,0.0
Port Harcourt,2023-01-02T03:00,22.0,82,6.1,0.0
Port Harcourt,2023-01-02T04:00,21.3,84,5.4,0.0
Port Harcourt,2023-01-02T05:00,21.0,84,5.4,0.0
Port Harcourt,2023-01-02T06:00,20.5,84,4.8,0.0
Port Harcourt,2023-01-02T07:00,20.5,84,3.7,0.0
Port Harcourt,2023-01-02T08:00,22.4,75,3.6,0.0
Port Harcourt,2023-01-02T09:00,25.8,64,2.5,0.0
Port Harcourt,2023-01-02T10:00,28.3,58,4.7,0.0
Port Harcourt,2023-01-02T11:00,30.3,46,4.2,0.0
Port Harcourt,2023-01-02T12:00,32.0,36,4.3,0.0
Port Harcourt,2023-01-02T13:00,33.9,22,9.9,0.0
Port Harcourt,2023-01-02T14:00,34.4,21,7.7,0.0
Port Harcourt,2023-01-02T15:00,34.6,22,5.4,0.0
Port Harcourt,2023-01-02T16:00,34.5,22,5.4,0.0
Port Harcourt,2023-01-02T17:00,33.6,29,4.6,0.0
Port Harcourt,2023-01-02T18:00,31.1,35,5.9,0.0
Port Harcourt,2023-01-02T19:00,27.6,69,15.1,0.0
Port Harcourt,2023-01-02T20:00,26.8,76,9.6,0.0
Port Harcourt,2023-01-02T21:00,26.1,79,5.7,0.0
Port Harcourt,2023-01-02T22:00,24.9,87,6.6,0.0
Port Harcourt,2023-01-02T23:00,24.8,91,5.7,0.0
Port Harcourt,2023-01-03T00:00,24.5,94,5.4,0.0
Port Harcourt,2023-01-03T01:00,24.2,89,6.9,0.0
Port Harcourt,2023-01-03T02:00,23.1,91,6.1,0.0
Port Harcourt,2023-01-03T03:00,22.6,92,7.3,0.0
Port Harcourt,2023-01-03T04:00,22.0,93,6.6,0.0
Port Harcourt,2023-01-03T05:00,22.0,91,8.0,0.0
Port Harcourt,2023-01-03T06:00,21.5,89,7.2,0.0
Port Harcourt,2023-01-03T07:00,21.1,89,5.5,0.0
Port Harcourt,2023-01-03T08:00,22.8,82,4.3,0.0
Port Harcourt,2023-01-03T09:00,25.6,69,4.6,0.0
Port Harcourt,2023-01-03T10:00,28.5,54,5.6,0.0
Port Harcourt,2023-01-03T11:00,31.1,35,9.1,0.0
Port Harcourt,2023-01-03T12:00,32.6,27,8.4,0.0
Port Harcourt,2023-01-03T13:00,34.0,22,10.2,0.0
Port Harcourt,2023-01-03T14:00,34.5,21,8.7,0.0
Port Harcourt,2023-01-03T15:00,34.7,21,8.3,0.0
Port Harcourt,2023-01-03T16:00,34.5,21,9.0,0.0
Port Harcourt,2023-01-03T17:00,33.8,27,4.7,0.0
Port Harcourt,2023-01-03T18:00,30.2,45,14.0,0.0
Port Harcourt,2023-01-03T19:00,27.4,62,9.4,0.0
Port Harcourt,2023-01-03T20:00,26.7,68,10.1,0.0
Port Harcourt,2023-01-03T21:00,25.7,78,5.2,0.0
Port Harcourt,2023-01-03T22:00,25.0,84,5.2,0.0
Port Harcourt,2023-01-03T23:00,24.6,87,5.2,0.0
Port Harcourt,2023-01-04T00:00,24.4,89,5.3,0.0
Port Harcourt,2023-01-04T01:00,24.0,86,6.8,0.0
Port Harcourt,2023-01-04T02:00,23.3,92,8.0,0.0
Port Harcourt,2023-01-04T03:00,24.6,87,5.0,0.0
Port Harcourt,2023-01-04T04:00,22.2,96,4.6,0.0
Port Harcourt,2023-01-04T05:00,21.8,97,4.3,0.0
Port Harcourt,2023-01-04T06:00,21.1,97,4.3,0.0
Port Harcourt,2023-01-04T07:00,20.9,98,3.7,0.0
Port Harcourt,2023-01-04T08:00,23.2,86,3.9,0.0
Port Harcourt,2023-01-04T09:00,26.4,72,3.1,0.0
Port Harcourt,2023-01-04T10:00,28.9,60,3.0,0.0
Port Harcourt,2023-01-04T11:00,30.8,45,0.4,0.0
Port Harcourt,2023-01-04T12:00,32.0,40,4.9,0.0
Port Harcourt,2023-01-04T13:00,32.8,25,2.9,0.0
Port Harcourt,2023-01-04T14:00,33.6,25,3.7,0.0
Port Harcourt,2023-01-04T15:00,33.7,26,6.6,0.0
Port Harcourt,2023-01-04T16:00,33.5,26,6.8,0.0
Port Harcourt,2023-01-04T17:00,32.7,28,9.7,0.0
Port Harcourt,2023-01-04T18:00,29.8,48,14.7,0.0
Port Harcourt,2023-01-04T19:00,27.7,60,15.4,0.0
Port Harcourt,2023-01-04T20:00,26.9,71,13.7,0.0
Port Harcourt,2023-01-04T21:00,26.2,82,10.5,0.0
Port Harcourt,2023-01-04T22:00,26.0,86,8.9,0.0
Port Harcourt,2023-01-04T23:00,25.8,87,8.2,0.0
Port Harcourt,2023-01-05T00:00,25.5,87,6.9,0.0
Port Harcourt,2023-01-05T01:00,25.2,85,6.6,0.0
Port Harcourt,2023-01-05T02:00,24.0,92,5.6,0.0
Port Harcourt,2023-01-05T03:00,23.6,94,5.9,0.0
Port Harcourt,2023-01-05T04:00,23.6,94,4.6,0.0
Port Harcourt,2023-01-05T05:00,23.6,93,4.6,0.0
Port Harcourt,2023-01-05T06:00,22.7,96,5.2,0.0
Port Harcourt,2023-01-05T07:00,22.3,97,3.4,0.0
Port Harcourt,2023-01-05T08:00,24.1,88,2.3,0.0
Port Harcourt,2023-01-05T09:00,26.6,77,2.6,0.0
Port Harcourt,2023-01-05T10:00,28.6,69,5.7,0.0
Port Harcourt,2023-01-05T11:00,30.3,58,7.6,0.0
Port Harcourt,2023-01-05T12:00,31.7,47,8.4,0.0
Port Harcourt,2023-01-05T13:00,32.8,40,6.5,0.0
Port Harcourt,2023-01-05T14:00,33.0,39,7.7,0.0
Port Harcourt,2023-01-05T15:00,33.0,38,9.8,0.0
Port Harcourt,2023-01-05T16:00,33.0,38,10.6,0.0
Port Harcourt,2023-01-05T17:00,31.9,44,13.9,0.0
Port Harcourt,2023-01-05T18:00,28.6,71,17.7,0.0
Port Harcourt,2023-01-05T19:00,27.6,76,17.2,0.0
Port Harcourt,2023-01-05T20:00,27.1,80,14.0,0.0
Port Harcourt,2023-01-05T21:00,26.9,79,11.4,0.0
Port Harcourt,2023-01-05T22:00,26.6,80,9.5,0.0
Port Harcourt,2023-01-05T23:00,26.3,82,9.2,0.0
Port Harcourt,2023-01-06T00:00,26.0,84,7.9,0.0
Port Harcourt,2023-01-06T01:00,25.7,87,9.3,0.0
Port Harcourt,2023-01-06T02:00,25.2,90,8.2,0.0
Port Harcourt,2023-01-06T03:00,24.7,92,5.6,0.0
Port Harcourt,2023-01-06T04:00,24.2,95,5.4,0.0
Port Harcourt,2023-01-06T05:00,24.2,95,4.7,0.0
Port Harcourt,2023-01-06T06:00,23.8,96,3.9,0.0
Port Harcourt,2023-01-06T07:00,23.8,97,3.4,0.0
Port Harcourt,2023-01-06T08:00,25.3,89,4.5,0.0
Port Harcourt,2023-01-06T09:00,27.3,78,4.4,0.1
Port Harcourt,2023-01-06T10:00,28.7,70,4.7,0.0
Port Harcourt,2023-01-06T11:00,30.2,60,3.8,0.0
Port Harcourt,2023-01-06T12:00,31.0,54,1.8,0.0
Port Harcourt,2023-01-06T13:00,32.6,46,4.4,0.0
Port Harcourt,2023-01-06T14:00,33.5,43,2.9,0.0
Port Harcourt,2023-01-06T15:00,34.0,42,3.8,0.0
Port Harcourt,2023-01-06T16:00,33.8,41,4.3,0.0
Port Harcourt,2023-01-06T17:00,33.4,41,5.1,0.0
Port Harcourt,2023-01-06T18:00,32.0,48,4.9,0.0
Port Harcourt,2023-01-06T19:00,29.8,59,12.2,0.0
Port Harcourt,2023-01-06T20:00,27.9,71,10.0,0.0
Port Harcourt,2023-01-06T21:00,27.5,76,10.4,0.0
Port Harcourt,2023-01-06T22:00,26.9,80,10.2,0.0
Port Harcourt,2023-01-06T23:00,26.8,78,8.2,0.0
Port Harcourt,2023-01-07T00:00,26.0,81,5.2,0.0
Port Harcourt,2023-01-07T01:00,25.8,79,5.5,0.0
Port Harcourt,2023-01-07T02:00,25.1,83,5.4,0.0
Port Harcourt,2023-01-07T03:00,24.7,86,6.8,0.0
Port Harcourt,2023-01-07T04:00,24.2,90,5.8,0.0
Port Harcourt,2023-01-07T05:00,23.7,94,4.7,0.0
Port Harcourt,2023-01-07T06:00,23.5,96,4.9,0.0
Port Harcourt,2023-01-07T07:00,23.4,96,5.1,0.0
Port Harcourt,2023-01-07T08:00,24.8,90,4.3,0.0
Port Harcourt,2023-01-07T09:00,26.8,83,4.8,0.0
Port Harcourt,2023-01-07T10:00,28.7,73,4.0,0.0
Port Harcourt,2023-01-07T11:00,30.7,60,3.4,0.0
Port Harcourt,2023-01-07T12:00,32.2,50,3.1,0.0
Port Harcourt,2023-01-07T13:00,33.1,44,4.0,0.0
Port Harcourt,2023-01-07T14:00,34.2,39,4.1,0.0
Port Harcourt,2023-01-07T15:00,34.5,38,6.8,0.0
Port Harcourt,2023-01-07T16:00,34.3,39,9.8,0.0
Port Harcourt,2023-01-07T17:00,33.5,42,12.0,0.0
Port Harcourt,2023-01-07T18:00,30.5,59,19.4,0.0
Port Harcourt,2023-01-07T19:00,28.5,75,13.5,0.0
Port Harcourt,2023-01-07T20:00,27.7,79,14.3,0.0
Port Harcourt,2023-01-07T21:00,27.4,81,12.7,0.0
Port Harcourt,2023-01-07T22:00,27.0,81,10.4,0.0
Port Harcourt,2023-01-07T23:00,26.6,82,8.9,0.0
Port Harcourt,2023-01-08T00:00,26.1,86,8.0,0.0
Port Harcourt,2023-01-08T01:00,26.0,86,8.7,0.0
Port Harcourt,2023-01-08T02:00,25.6,89,7.9,0.0
Port Harcourt,2023-01-08T03:00,25.2,93,6.2,0.0
Port Harcourt,2023-01-08T04:00,24.7,96,5.5,0.0
Port Harcourt,2023-01-08T05:00,24.3,97,4.3,0.0
Port Harcourt,2023-01-08T06:00,23.9,98,4.8,0.0
Port Harcourt,2023-01-08T07:00,23.9,99,3.2,0.0
Port Harcourt,2023-01-08T08:00,25.6,91,5.5,0.0
Port Harcourt,2023-01-08T09:00,27.6,82,8.8,0.0
Port Harcourt,2023-01-08T10:00,29.3,71,6.5,0.0
Port Harcourt,2023-01-08T11:00,30.6,62,6.2,0.0
Port Harcourt,2023-01-08T12:00,31.8,54,4.9,0.0
Port Harcourt,2023-01-08T13:00,33.0,46,1.6,0.0
Port Harcourt,2023-01-08T14:00,34.0,42,0.7,0.0
Port Harcourt,2023-01-08T15:00,34.6,40,2.5,0.0
Port Harcourt,2023-01-08T16:00,34.4,39,5.4,0.0
Port Harcourt,2023-01-08T17:00,31.2,61,15.8,0.1
Port Harcourt,2023-01-08T18:00,28.8,72,14.4,0.0
Port Harcourt,2023-01-08T19:00,28.3,76,12.6,0.0
Port Harcourt,2023-01-08T20:00,27.2,82,12.8,0.0
Port Harcourt,2023-01-08T21:00,26.8,87,12.0,0.0
Port Harcourt,2023-01-08T22:00,26.8,85,7.9,0.0
Port Harcourt,2023-01-08T23:00,26.2,89,4.7,0.0
Port Harcourt,2023-01-09T00:00,26.0,91,8.1,0.0
Port Harcourt,2023-01-09T01:00,26.1,90,8.2,0.0
Port Harcourt,2023-01-09T02:00,25.5,93,7.4,0.0
Port Harcourt,2023-01-09T03:00,25.1,95,6.0,0.0
Port Harcourt,2023-01-09T04:00,24.4,97,5.4,0.0
Port Harcourt,2023-01-09T05:00,23.9,98,4.7,0.0
Port Harcourt,2023-01-09T06:00,23.8,99,3.7,0.0
Port Harcourt,2023-01-09T07:00,23.9,99,4.9,0.0
Port Harcourt,2023-01-09T08:00,25.5,92,7.3,0.0
Port Harcourt,2023-01-09T09:00,27.6,81,9.6,0.0
Port Harcourt,2023-01-09T10:00,29.4,69,8.4,0.0
Port Harcourt,2023-01-09T11:00,31.0,58,8.3,0.0
Port Harcourt,2023-01-09T12:00,32.5,45,9.4,0.0
Port Harcourt,2023-01-09T13:00,34.5,25,12.6,0.0
Port Harcourt,2023-01-09T14:00,34.7,25,9.4,0.0
Port Harcourt,2023-01-09T15:00,35.4,21,8.4,0.0
Port Harcourt,2023-01-09T16:00,35.0,20,6.3,0.0
Port Harcourt,2023-01-09T17:00,34.5,23,5.4,0.0
Port Harcourt,2023-01-09T18:00,27.6,81,21.2,0.0
Port Harcourt,2023-01-09T19:00,27.3,82,14.1,0.0
Port Harcourt,2023-01-09T20:00,26.5,85,12.3,0.0
Port Harcourt,2023-01-09T21:00,26.2,89,11.5,0.0
Port Harcourt,2023-01-09T22:00,26.1,90,9.0,0.0
Port Harcourt,2023-01-09T23:00,25.8,92,8.0,0.0
Port Harcourt,2023-01-10T00:00,25.6,93,8.1,0.0
Port Harcourt,2023-01-10T01:00,25.8,94,8.1,0.0
Port Harcourt,2023-01-10T02:00,25.1,96,5.4,0.0
Port Harcourt,2023-01-10T03:00,25.1,97,4.8,0.0
Port Harcourt,2023-01-10T04:00,24.5,98,6.0,0.0
Port Harcourt,2023-01-10T05:00,24.3,98,6.6,0.0
Port Harcourt,2023-01-10T06:00,24.2,99,4.3,0.0
Port Harcourt,2023-01-10T07:00,24.8,99,3.6,0.0
Port Harcourt,2023-01-10T08:00,26.0,92,4.3,0.0
Port Harcourt,2023-01-10T09:00,27.8,80,5.4,0.0
Port Harcourt,2023-01-10T10:00,29.5,69,5.2,0.0
Port Harcourt,2023-01-10T11:00,31.1,58,4.8,0.0
Port Harcourt,2023-01-10T12:00,32.5,49,4.6,0.0
Port Harcourt,2023-01-10T13:00,32.9,42,2.5,0.0
Port Harcourt,2023-01-10T14:00,33.9,37,1.1,0.0
Port Harcourt,2023-01-10T15:00,34.5,33,2.6,0.0
Port Harcourt,2023-01-10T16:00,34.6,30,4.3,0.0
Port Harcourt,2023-01-10T17:00,34.3,30,5.8,0.0
Port Harcourt,2023-01-10T18:00,31.1,47,10.3,0.0
Port Harcourt,2023-01-10T19:00,28.1,76,12.6,0.0
Port Harcourt,2023-01-10T20:00,27.8,79,11.3,0.0
Port Harcourt,2023-01-10T21:00,27.2,84,10.4,0.0
Port Harcourt,2023-01-10T22:00,26.7,87,10.1,0.0
Port Harcourt,2023-01-10T23:00,26.2,90,8.1,0.0
Port Harcourt,2023-01-11T00:00,25.8,93,7.1,0.0
Port Harcourt,2023-01-11T01:00,25.8,95,4.8,0.0
Port Harcourt,2023-01-11T02:00,24.7,97,6.4,0.0
Port Harcourt,2023-01-11T03:00,24.6,98,5.3,0.0
Port Harcourt,2023-01-11T04:00,24.4,99,5.1,0.0
Port Harcourt,2023-01-11T05:00,24.1,99,5.6,0.0
Port Harcourt,2023-01-11T06:00,24.1,99,4.7,0.0
Port Harcourt,2023-01-11T07:00,24.0,100,4.3,0.0
Port Harcourt,2023-01-11T08:00,25.2,96,7.2,0.0
Port Harcourt,2023-01-11T09:00,26.6,86,7.9,0.1
Port Harcourt,2023-01-11T10:00,28.6,73,7.6,0.0
Port Harcourt,2023-01-11T11:00,30.4,61,6.8,0.0
Port Harcourt,2023-01-11T12:00,31.8,51,5.1,0.0
Port Harcourt,2023-01-11T13:00,33.0,44,7.0,0.0
Port Harcourt,2023-01-11T14:00,33.8,39,4.6,0.0
Port Harcourt,2023-01-11T15:00,34.0,37,1.9,0.0
Port Harcourt,2023-01-11T16:00,34.5,35,1.8,0.0
Port Harcourt,2023-01-11T17:00,30.7,63,17.3,0.0
Port Harcourt,2023-01-11T18:00,27.3,78,17.3,0.0
Port Harcourt,2023-01-11T19:00,26.7,81,14.0,0.0
Port Harcourt,2023-01-11T20:00,26.2,84,10.5,0.0
Port Harcourt,2023-01-11T21:00,25.5,88,9.7,0.0
Port Harcourt,2023-01-11T22:00,25.3,90,4.7,0.0
Port Harcourt,2023-01-11T23:00,25.2,91,5.2,0.0
Port Harcourt,2023-01-12T00:00,24.7,94,6.4,0.0
Port Harcourt,2023-01-12T01:00,24.4,91,5.1,0.0
Port Harcourt,2023-01-12T02:00,23.5,95,6.1,0.0
Port Harcourt,2023-01-12T03:00,24.2,93,2.5,0.0
Port Harcourt,2023-01-12T04:00,22.5,98,3.7,0.0
Port Harcourt,2023-01-12T05:00,22.0,99,3.5,0.0
Port Harcourt,2023-01-12T06:00,21.7,100,3.1,0.0
Port Harcourt,2023-01-12T07:00,21.7,100,3.3,0.0
Port Harcourt,2023-01-12T08:00,23.8,91,5.1,0.0
Port Harcourt,2023-01-12T09:00,26.2,82,5.4,0.0
Port Harcourt,2023-01-12T10:00,28.2,70,5.6,0.0
Port Harcourt,2023-01-12T11:00,29.9,61,3.3,0.0
Port Harcourt,2023-01-12T12:00,31.7,49,2.3,0.0
Port Harcourt,2023-01-12T13:00,34.0,25,11.0,0.0
Port Harcourt,2023-01-12T14:00,34.8,21,8.4,0.0
Port Harcourt,2023-01-12T15:00,35.1,19,6.0,0.0
Port Harcourt,2023-01-12T16:00,35.1,18,5.7,0.0
Port Harcourt,2023-01-12T17:00,34.4,20,6.2,0.0
Port Harcourt,2023-01-12T18:00,31.4,29,6.4,0.0
Port Harcourt,2023-01-12T19:00,27.0,74,17.3,0.0
Port Harcourt,2023-01-12T20:00,26.8,77,8.7,0.0
Port Harcourt,2023-01-12T21:00,26.2,78,6.6,0.0
Port Harcourt,2023-01-12T22:00,25.4,86,6.2,0.0
Port Harcourt,2023-01-12T23:00,25.3,88,8.3,0.0
Port Harcourt,2023-01-13T00:00,25.0,91,6.7,0.0
Port Harcourt,2023-01-13T01:00,24.5,92,5.6,0.0
Port Harcourt,2023-01-13T02:00,23.3,96,8.7,0.0
Port Harcourt,2023-01-13T03:00,23.0,98,8.7,0.0
Port Harcourt,2023-01-13T04:00,24.5,96,4.7,0.0
Port Harcourt,2023-01-13T05:00,23.2,99,2.2,0.0
Port Harcourt,2023-01-13T06:00,22.6,100,3.7,0.0
Port Harcourt,2023-01-13T07:00,23.2,98,5.4,0.0
Port Harcourt,2023-01-13T08:00,24.8,91,4.3,0.0
Port Harcourt,2023-01-13T09:00,26.5,82,2.5,0.0
Port Harcourt,2023-01-13T10:00,28.2,72,2.1,0.0
Port Harcourt,2023-01-13T11:00,29.7,62,1.8,0.0
Port Harcourt,2023-01-13T12:00,31.3,53,2.6,0.0
Port Harcourt,2023-01-13T13:00,32.2,49,3.4,0.0
Port Harcourt,2023-01-13T14:00,33.2,44,4.7,0.0
Port Harcourt,2023-01-13T15:00,33.6,42,6.3,0.0
Port Harcourt,2023-01-13T16:00,33.7,41,6.5,0.0
Port Harcourt,2023-01-13T17:00,33.5,39,8.3,0.0
Port Harcourt,2023-01-13T18:00,29.9,65,16.6,0.0
Port Harcourt,2023-01-13T19:00,28.1,74,10.9,0.0
Port Harcourt,2023-01-13T20:00,27.4,77,11.2,0.0
Port Harcourt,2023-01-13T21:00,26.8,81,9.2,0.0
Port Harcourt,2023-01-13T22:00,26.4,84,7.2,0.0
Port Harcourt,2023-01-13T23:00,25.7,89,6.2,0.0
Port Harcourt,2023-01-14T00:00,25.5,92,5.1,0.0
Port Harcourt,2023-01-14T01:00,25.3,94,4.4,0.0
Port Harcourt,2023-01-14T02:00,24.8,96,5.2,0.0
Port Harcourt,2023-01-14T03:00,24.6,96,6.2,0.0
Port Harcourt,2023-01-14T04:00,24.0,97,5.0,0.0
Port Harcourt,2023-01-14T05:00,24.0,97,4.8,0.0
Port Harcourt,2023-01-14T06:00,23.7,98,5.1,0.0
Port Harcourt,2023-01-14T07:00,23.5,99,5.1,0.0
Port Harcourt,2023-01-14T08:00,24.9,92,5.5,0.0
Port Harcourt,2023-01-14T09:00,27.1,81,5.5,0.0
Port Harcourt,2023-01-14T10:00,29.2,68,7.1,0.0
Port Harcourt,2023-01-14T11:00,31.0,54,1.9,0.0
Port Harcourt,2023-01-14T12:00,32.4,45,4.0,0.0
Port Harcourt,2023-01-14T13:00,32.8,43,3.4,0.0
Port Harcourt,2023-01-14T14:00,33.4,40,4.3,0.0
Port Harcourt,2023-01-14T15:00,34.2,38,6.9,0.0
Port Harcourt,2023-01-14T16:00,33.7,40,12.6,0.0
Port Harcourt,2023-01-14T17:00,30.1,64,18.7,0.0
Port Harcourt,2023-01-14T18:00,29.0,68,14.9,0.0
Port Harcourt,2023-01-14T19:00,27.1,77,14.4,0.0
Port Harcourt,2023-01-14T20:00,26.7,81,12.7,0.0
Port Harcourt,2023-01-14T21:00,26.4,82,10.8,0.0
Port Harcourt,2023-01-14T22:00,26.1,84,7.4,0.0
Port Harcourt,2023-01-14T23:00,25.7,88,5.2,0.0
Port Harcourt,2023-01-15T00:00,25.5,90,5.1,0.0
Port Harcourt,2023-01-15T01:00,25.3,92,4.7,0.0
Port Harcourt,2023-01-15T02:00,25.7,89,3.3,0.0
Port Harcourt,2023-01-15T03:00,24.5,95,4.9,0.0
Port Harcourt,2023-01-15T04:00,24.3,96,4.9,0.0
Port Harcourt,2023-01-15T05:00,24.0,97,5.0,0.0
Port Harcourt,2023-01-15T06:00,23.9,96,5.2,0.0
Port Harcourt,2023-01-15T07:00,23.5,98,5.4,0.0
Port Harcourt,2023-01-15T08:00,25.7,89,4.0,0.0
Port Harcourt,2023-01-15T09:00,27.7,78,4.6,0.0
Port Harcourt,2023-01-15T10:00,29.2,69,3.5,0.0
Port Harcourt,2023-01-15T11:00,30.6,61,2.6,0.0
Port Harcourt,2023-01-15T12:00,31.7,55,3.0,0.0
Port Harcourt,2023-01-15T13:00,32.1,50,0.4,0.0
Port Harcourt,2023-01-15T14:00,33.5,45,2.2,0.0
Port Harcourt,2023-01-15T15:00,33.8,44,3.6,0.1
Port Harcourt,2023-01-15T16:00,32.9,46,8.8,0.0
Port Harcourt,2023-01-15T17:00,29.7,68,14.2,0.5
Port Harcourt,2023-01-15T18:00,29.2,67,12.3,0.0
Port Harcourt,2023-01-15T19:00,27.9,75,13.6,0.0
Port Harcourt,2023-01-15T20:00,27.3,80,13.0,0.0
Port Harcourt,2023-01-15T21:00,26.7,82,10.0,0.0
Port Harcourt,2023-01-15T22:00,26.3,87,6.8,0.0
Port Harcourt,2023-01-15T23:00,26.1,88,6.0,0.0
Port Harcourt,2023-01-16T00:00,25.6,91,6.6,0.0
Port Harcourt,2023-01-16T01:00,25.0,93,4.3,0.0
Port Harcourt,2023-01-16T02:00,24.4,96,4.9,0.0
Port Harcourt,2023-01-16T03:00,24.1,97,4.2,0.0
Port Harcourt,2023-01-16T04:00,23.5,99,4.2,0.0
Port Harcourt,2023-01-16T05:00,23.1,99,3.1,0.0
Port Harcourt,2023-01-16T06:00,23.0,99,3.8,0.0
Port Harcourt,2023-01-16T07:00,22.8,100,4.8,0.0
Port Harcourt,2023-01-16T08:00,24.5,92,5.0,0.0
Port Harcourt,2023-01-16T09:00,26.8,81,4.9,0.0
Port Harcourt,2023-01-16T10:00,28.9,69,6.9,0.0
Port Harcourt,2023-01-16T11:00,30.9,54,5.9,0.0
